ID,REC.WAV,TEXT,TEXT VALENCE,TEXT AROUSAL,TEXT DOMINANCE,AUDIO VALENCE,AUDIO AROUSAL,AUDIO DOMINANCE,label
subject 10_fear_sentence 4,subject 10_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.6336790323257446,0.683650016784668,0.6275434494018555,fear
subject 10_fear_sentence 5,subject 10_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.574372410774231,0.6545877456665039,0.5769268274307251,fear
subject 10_happiness_sentence 1,subject 10_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3587497472763061,0.6081521511077881,0.6640417575836182,happiness
subject 10_happiness_sentence 2,subject 10_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.7045361995697021,0.730459451675415,0.7509119510650635,happiness
subject 10_happiness_sentence 3,subject 10_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.6889704465866089,0.5790482759475708,0.6409850120544434,happiness
subject 10_happiness_sentence 4,subject 10_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.1068686842918396,0.6335692405700684,0.6637893915176392,happiness
subject 10_happiness_sentence 5,subject 10_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.4129132032394409,0.4059226512908935,0.4820740222930908,happiness
subject 10_sadness_sentence 1,subject 10_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3158577084541321,-0.4555566310882568,-0.3208086490631103,sadness
subject 10_sadness_sentence 2,subject 10_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4435217976570129,-0.2046738862991333,-0.0598868131637573,sadness
subject 10_sadness_sentence 3,subject 10_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.5578267574310303,-0.1704665422439575,0.0864771604537963,sadness
subject 10_sadness_sentence 4,subject 10_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.0201881527900695,-0.4957066774368286,-0.2118074893951416,sadness
subject 10_sadness_sentence 5,subject 10_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.8912016749382019,-0.4265757799148559,-0.155677318572998,sadness
subject 10_surprise_sentence 1,subject 10_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.4865173697471618,0.4931118488311767,0.4719400405883789,surprise
subject 10_surprise_sentence 2,subject 10_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.3494963049888611,0.4391103982925415,0.4606518745422363,surprise
subject 10_surprise_sentence 3,subject 10_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.5781853795051575,0.5276670455932617,0.5683608055114746,surprise
subject 10_surprise_sentence 4,subject 10_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.2384350299835205,0.3131570816040039,0.2841415405273437,surprise
subject 10_surprise_sentence 5,subject 10_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,0.1621495485305786,0.2171374559402465,0.2488913536071777,surprise
subject 11_anger_sentence 1,subject 11_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.1656960844993591,0.7755059003829956,0.6502070426940918,anger
subject 11_anger_sentence 2,subject 11_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.3714844584465027,0.3543741703033447,0.3361865282058716,anger
subject 11_anger_sentence 3,subject 11_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.0658167004585266,0.3686368465423584,0.3885233402252197,anger
subject 11_anger_sentence 4,subject 11_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.2707279920578003,0.5518531799316406,0.5144064426422119,anger
subject 11_anger_sentence 5,subject 11_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.3298771977424621,0.5417423248291016,0.5833220481872559,anger
subject 11_disgust_sentence 1,subject 11_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1931127905845642,-0.3675469160079956,-0.2382411956787109,disgust
subject 11_disgust_sentence 2,subject 11_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,-0.2586919665336609,-0.2991645336151123,-0.2115892171859741,disgust
subject 11_disgust_sentence 3,subject 11_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.2394784092903137,-0.1106165647506713,-0.0640037059783935,disgust
subject 11_disgust_sentence 4,subject 11_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.8569281101226807,0.4646745920181274,0.454723596572876,disgust
subject 11_disgust_sentence 5,subject 11_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.4867470264434814,-0.3662229180335998,-0.2520022988319397,disgust
subject 11_fear_sentence 1,subject 11_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.4747328162193298,-0.2500125765800476,-0.1419715285301208,fear
subject 11_fear_sentence 2,subject 11_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,0.1695063114166259,-0.4177765846252441,-0.2361565828323364,fear
subject 11_fear_sentence 3,subject 11_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.7759915590286255,0.2747933864593506,0.3052599430084228,fear
subject 11_fear_sentence 4,subject 11_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.6837496757507324,-0.120424747467041,-0.0366074442863464,fear
subject 11_fear_sentence 5,subject 11_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.2021926045417785,0.1731444597244262,0.1848784685134887,fear
subject 11_happiness_sentence 1,subject 11_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3493691682815552,0.4782750606536865,0.4045292139053345,happiness
subject 11_happiness_sentence 2,subject 11_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,-0.7516577243804932,0.6667068004608154,0.6493167877197266,happiness
subject 11_happiness_sentence 3,subject 11_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.7963638305664062,0.6837054491043091,0.6980316638946533,happiness
subject 11_happiness_sentence 4,subject 11_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.3813558220863342,0.3483402729034424,0.3856586217880249,happiness
subject 11_happiness_sentence 5,subject 11_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.9054696559906006,0.6000336408615112,0.5568132400512695,happiness
subject 11_sadness_sentence 1,subject 11_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.3678858876228332,-0.740546464920044,-0.4957208633422851,sadness
subject 11_sadness_sentence 2,subject 11_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4900561571121216,-0.5212464332580566,-0.3310524225234985,sadness
subject 11_sadness_sentence 3,subject 11_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,0.0997359752655029,-0.0379022359848022,0.0778014659881591,sadness
subject 11_sadness_sentence 4,subject 11_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.0617014169692993,-0.4989393353462219,-0.2379363775253296,sadness
subject 11_sadness_sentence 5,subject 11_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.3988351225852966,-0.8041338920593262,-0.6128998398780823,sadness
subject 11_surprise_sentence 1,subject 11_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.5682001113891602,0.144706130027771,0.1710166931152343,surprise
subject 11_surprise_sentence 2,subject 11_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.4295549988746643,0.2134990692138672,0.2562255859375,surprise
subject 11_surprise_sentence 3,subject 11_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.6286369562149048,0.4042425155639648,0.4162759780883789,surprise
subject 11_surprise_sentence 4,subject 11_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.278430163860321,0.0945960283279419,0.2040460109710693,surprise
subject 11_surprise_sentence 5,subject 11_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.2585702538490295,0.3861496448516845,0.4385325908660888,surprise
subject 12_anger_sentence 1,subject 12_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.5569814443588257,0.805060625076294,0.72397780418396,anger
subject 12_anger_sentence 2,subject 12_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.1210150718688964,0.756981372833252,0.6415375471115112,anger
subject 12_anger_sentence 3,subject 12_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.6561341285705566,0.7077301740646362,0.6748800277709961,anger
subject 12_anger_sentence 4,subject 12_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.3063359260559082,0.5628852844238281,0.533637523651123,anger
subject 12_anger_sentence 5,subject 12_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.5728222131729126,0.6849050521850586,0.6983747482299805,anger
subject 12_disgust_sentence 1,subject 12_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.7717232704162598,0.5633319616317749,0.5507471561431885,disgust
subject 12_disgust_sentence 2,subject 12_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.1482400894165039,0.2753486633300781,0.3083112239837646,disgust
subject 12_disgust_sentence 3,subject 12_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.3800902962684631,-0.1482472419738769,-0.1617794036865234,disgust
subject 12_disgust_sentence 4,subject 12_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.6465280055999756,0.2238005399703979,0.1872485876083374,disgust
subject 12_disgust_sentence 5,subject 12_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.325001060962677,-0.2031337022781372,-0.0843749046325683,disgust
subject 12_fear_sentence 1,subject 12_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.5378913879394531,0.0930336713790893,0.131278395652771,fear
subject 12_fear_sentence 2,subject 12_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.2042170166969299,-0.0670607686042785,-0.0010498166084289,fear
subject 12_fear_sentence 3,subject 12_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.2135643362998962,-0.0558514595031738,-0.0379732251167297,fear
subject 12_fear_sentence 4,subject 12_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.381242573261261,0.6068216562271118,0.5510257482528687,fear
subject 12_fear_sentence 5,subject 12_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,0.2189810276031494,0.5405349731445312,0.4415788650512695,fear
subject 12_happiness_sentence 1,subject 12_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.3633298873901367,0.6324262619018555,0.5983870029449463,happiness
subject 12_happiness_sentence 2,subject 12_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,-0.5221840143203735,0.4981820583343506,0.4122593402862549,happiness
subject 12_happiness_sentence 3,subject 12_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.7909546494483948,0.8797698020935059,0.715718150138855,happiness
subject 12_happiness_sentence 4,subject 12_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.4737564325332641,0.3748869895935058,0.4773833751678467,happiness
subject 12_happiness_sentence 5,subject 12_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.630225419998169,0.2457331418991089,0.3276937007904053,happiness
subject 12_sadness_sentence 1,subject 12_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.4165496826171875,-0.7457102537155151,-0.4980738162994385,sadness
subject 12_sadness_sentence 2,subject 12_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.6033651828765869,-0.2350959777832031,-0.0430757999420166,sadness
subject 12_sadness_sentence 3,subject 12_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.5740867853164673,-0.4506365656852722,-0.2245523929595947,sadness
subject 12_sadness_sentence 4,subject 12_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.3833850026130676,-0.7628130316734314,-0.5881659984588623,sadness
subject 12_sadness_sentence 5,subject 12_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.2340434789657592,-0.4514257311820984,-0.2903128862380981,sadness
subject 12_surprise_sentence 1,subject 12_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.5292425751686096,0.4583276510238647,0.4145488739013672,surprise
subject 12_surprise_sentence 2,subject 12_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.2583939433097839,0.2042291164398193,0.1655369997024536,surprise
subject 12_surprise_sentence 3,subject 12_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.7497857809066772,-0.0848320722579956,-0.0258708000183105,surprise
subject 12_surprise_sentence 4,subject 12_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,-0.3637224435806274,-0.0605174899101257,0.032191514968872,surprise
subject 12_surprise_sentence 5,subject 12_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.3479189276695251,0.0253922939300537,0.1592280864715576,surprise
subject 13_anger_sentence 1,subject 13_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.3953308463096618,0.2098649740219116,0.2145304679870605,anger
subject 13_anger_sentence 2,subject 13_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.5929652452468872,-0.0233670473098754,0.0768451690673828,anger
subject 13_anger_sentence 3,subject 13_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.1422768235206604,0.1179320812225341,0.2610523700714111,anger
subject 13_anger_sentence 4,subject 13_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,-0.0081909894943237,0.0515110492706298,0.1653398275375366,anger
subject 13_anger_sentence 5,subject 13_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.0592187643051147,0.3515894412994385,0.4525169134140014,anger
subject 13_disgust_sentence 1,subject 13_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1662958860397339,-0.396481990814209,-0.260596752166748,disgust
subject 13_disgust_sentence 2,subject 13_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.138472318649292,-0.2342710494995117,-0.1275141239166259,disgust
subject 13_disgust_sentence 3,subject 13_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,-0.0755492448806762,-0.3875471353530884,-0.2075765132904052,disgust
subject 13_disgust_sentence 4,subject 13_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,0.0633740425109863,-0.262022852897644,-0.1554378867149353,disgust
subject 13_disgust_sentence 5,subject 13_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,-0.6272158622741699,-0.1053767204284668,0.0837306976318359,disgust
subject 13_fear_sentence 1,subject 13_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,-0.5824419260025024,-0.5075847506523132,-0.3667892217636108,fear
subject 13_fear_sentence 2,subject 13_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.5712072849273682,-0.5853518843650818,-0.4169384241104126,fear
subject 13_fear_sentence 3,subject 13_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.6933701038360596,-0.2195833325386047,-0.1567363739013672,fear
subject 13_fear_sentence 4,subject 13_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.50190269947052,-0.3644781112670898,-0.2735743522644043,fear
subject 13_fear_sentence 5,subject 13_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.3404861688613891,-0.181222915649414,-0.0319885611534118,fear
subject 13_happiness_sentence 1,subject 13_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.7771205902099609,0.3117825984954834,0.3646713495254516,happiness
subject 13_happiness_sentence 2,subject 13_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.0626251697540283,0.0729987621307373,0.099273681640625,happiness
subject 13_happiness_sentence 3,subject 13_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,0.0976724624633789,0.2202308177947998,0.2015392780303955,happiness
subject 13_happiness_sentence 4,subject 13_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,-0.284285306930542,0.0078967809677124,0.0934175252914428,happiness
subject 13_happiness_sentence 5,subject 13_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.4653792381286621,0.2136818170547485,0.2272521257400512,happiness
subject 13_sadness_sentence 1,subject 13_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,-0.5356076955795288,-1.0,-0.750055193901062,sadness
subject 13_sadness_sentence 2,subject 13_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.6631200909614563,-0.7392910718917847,-0.5523325800895691,sadness
subject 13_sadness_sentence 3,subject 13_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.0425853133201599,-0.7371711730957031,-0.4609507322311401,sadness
subject 13_sadness_sentence 4,subject 13_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.2689375281333923,-0.7393954396247864,-0.5949676036834717,sadness
subject 13_sadness_sentence 5,subject 13_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.322925865650177,-0.5180161595344543,-0.2735929489135742,sadness
subject 13_surprise_sentence 1,subject 13_surprise_sentence 1.wav,You have never told me that!,-0.012,-0.14275,-0.0455,-0.5535638332366943,-0.0916020274162292,0.0207765102386474,surprise
subject 13_surprise_sentence 2,subject 13_surprise_sentence 2.wav,I didn't expect that!,-0.0206666666666666,0.1326666666666666,-0.082,-0.216852068901062,0.0540100336074829,0.0480151176452636,surprise
subject 13_surprise_sentence 3,subject 13_surprise_sentence 3.wav,"Wahoo, I would never have believed this!",0.1326666666666666,0.0923333333333333,-0.0333333333333333,-0.5994515419006348,-0.1434788107872009,-0.0280048847198486,surprise
subject 13_surprise_sentence 4,subject 13_surprise_sentence 4.wav,I never saw that coming!,-0.132,-0.04475,-0.0745,0.0603208541870117,-0.1557790040969848,-0.0442731380462646,surprise
subject 13_surprise_sentence 5,subject 13_surprise_sentence 5.wav,"Oh my God, that's so weird!",0.012,0.1443333333333333,0.192,-0.4329501986503601,-0.2915584444999695,-0.1703853607177734,surprise
subject 14_anger_sentence 1,subject 14_anger_sentence 1.wav,"What??? No, no, no, listen! I need this money!",0.25,0.0259999999999999,-0.0111999999999999,-0.4121732115745544,0.4734618663787842,0.4251009225845337,anger
subject 14_anger_sentence 2,subject 14_anger_sentence 2.wav,I don't care about your coffee! Please serve me!,0.246,-0.1131428571428571,-0.0607142857142857,-0.4259197115898132,0.2438470125198364,0.3037943840026855,anger
subject 14_anger_sentence 3,subject 14_anger_sentence 3.wav,I can have you fired you know!,0.17525,0.0444999999999999,-0.04125,-0.3477303385734558,0.3012100458145141,0.360569953918457,anger
subject 14_anger_sentence 4,subject 14_anger_sentence 4.wav,Is your coffee more important than my money?,0.4425,0.052,0.3265,0.0102238655090332,0.5913622379302979,0.5543999671936035,anger
subject 14_anger_sentence 5,subject 14_anger_sentence 5.wav,"You're getting paid to work, not drink coffee!",0.3251666666666666,0.1145,-0.037,-0.2945159673690796,0.2277231216430664,0.2704207897186279,anger
subject 14_disgust_sentence 1,subject 14_disgust_sentence 1.wav,That's horrible! I'll never eat noodles again.,-0.1916,0.1149999999999999,-0.1156,-0.1773560643196106,0.1825225353240966,0.21175217628479,disgust
subject 14_disgust_sentence 2,subject 14_disgust_sentence 2.wav,Something is moving inside my plate,0.0696,-0.0712,-0.112,0.2718325853347778,0.2509479522705078,0.2041084766387939,disgust
subject 14_disgust_sentence 3,subject 14_disgust_sentence 3.wav,Aaaaah a cockroach!!!,-0.624,0.334,-0.608,0.0502773523330688,0.4915287494659424,0.388859748840332,disgust
subject 14_disgust_sentence 4,subject 14_disgust_sentence 4.wav,"Eeeek, this is disgusting!!!",-0.301,0.1679999999999999,-0.191,-0.5816715359687805,-0.0282056927680969,-0.0213961005210876,disgust
subject 14_disgust_sentence 5,subject 14_disgust_sentence 5.wav,That's gross!,-0.385,0.1134999999999999,-0.319,0.7035365104675293,0.7049479484558105,0.6952639818191528,disgust
subject 14_fear_sentence 1,subject 14_fear_sentence 1.wav,"Oh my god, there is someone in the house!",0.1676,-0.184,0.1636,0.3787918090820312,0.0230398178100585,0.0636970996856689,fear
subject 14_fear_sentence 2,subject 14_fear_sentence 2.wav,Someone is climbing up the stairs,0.1995,0.111,0.055,-0.1984815001487732,0.1087106466293335,0.1281323432922363,fear
subject 14_fear_sentence 3,subject 14_fear_sentence 3.wav,Please don't kill me...,-0.174,0.238,0.1339999999999999,-0.6093637943267822,-0.0109471082687377,-0.0863808393478393,fear
subject 14_fear_sentence 4,subject 14_fear_sentence 4.wav,I'm not alone! Go away!,-0.2653333333333333,-0.356,-0.3253333333333333,-0.4555873274803161,-0.096514880657196,-0.055280327796936,fear
subject 14_fear_sentence 5,subject 14_fear_sentence 5.wav,I have nothing to give you! Please don't hurt me!,0.0255714285714285,-0.1645714285714285,-0.0431428571428571,-0.2148817181587219,0.1568570137023925,0.2026050090789795,fear
subject 14_happiness_sentence 1,subject 14_happiness_sentence 1.wav,"That's great, I'm rich now!!!",0.4765,0.12425,0.3655,0.338341474533081,0.1855565309524536,0.2204091548919677,happiness
subject 14_happiness_sentence 2,subject 14_happiness_sentence 2.wav,I won: this is great! I'm so happy!,0.47525,0.2,0.2645,0.1986651420593261,0.1897159814834594,0.0934638977050781,happiness
subject 14_happiness_sentence 3,subject 14_happiness_sentence 3.wav,Wahoo... This is so great.,0.4195,0.3325,0.167,-0.1857162117958068,0.3262052536010742,0.3686298131942749,happiness
subject 14_happiness_sentence 4,subject 14_happiness_sentence 4.wav,I'm so lucky!,0.92,0.22,0.586,0.1587520837783813,0.4104073047637939,0.446774959564209,happiness
subject 14_happiness_sentence 5,subject 14_happiness_sentence 5.wav,I'm so excited!,0.816,0.862,0.418,0.8726122379302979,0.1976066827774047,0.3081398010253906,happiness
subject 14_sadness_sentence 1,subject 14_sadness_sentence 1.wav,Life won't be the same now,0.304,-0.2235,0.18,0.2181122303009033,-0.53759765625,-0.3042001128196716,sadness
subject 14_sadness_sentence 2,subject 14_sadness_sentence 2.wav,"Oh no, tell me this is not true, please!",0.1856,-0.1384,0.0748,-0.4457029104232788,-0.4048552513122558,-0.3120850324630737,sadness
subject 14_sadness_sentence 3,subject 14_sadness_sentence 3.wav,Everything was so perfect! I just don't understand!,0.4083333333333334,-0.0495,0.2508333333333333,-0.5815571546554565,-0.3470257520675659,-0.189205527305603,sadness
subject 14_sadness_sentence 4,subject 14_sadness_sentence 4.wav,I still loved her,0.4684999999999999,-0.548,-0.1085,-0.2825483679771423,-0.3825836181640625,-0.1717258095741272,sadness
subject 14_sadness_sentence 5,subject 14_sadness_sentence 5.wav,She was my life,0.418,0.0735,0.324,-0.0951630473136901,-0.5498968362808228,-0.3038575649261474,sadness
